"codigo","classe","descricao","kcal","proteina_g","carboidratos_g","gorduras_g","fibras_g","sodio_mg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0771F","Carnes e derivados","Carne, frango, coração, grelhada, s/ óleo, c/ sal, Gallus gallus,","198","22.3","0","12","0","307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1023B","Vegetais e derivados","Creme, milho verde, c/ sal, (milho verde, creme de leite, cebola, c/ caldo de vegetais, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal),","124","3.83","13.2","5.84","1.71","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0250C","Frutas e derivados","Suco, néctar, manga, c/ suco de maçã, c/ açúcar,","40","0.06","9.61","0.05","0.26","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0636F","Carnes e derivados","Carne, boi, patinho, s/ gordura, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal, Bos taurus,","249","25.6","7.46","12.9","0.48","285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0086B","Vegetais e derivados","Jurubeba, crua, Solanum spp.,","101","4.41","0","3.91","23.9","0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0111B","Vegetais e derivados","Nhoque (batata, ovo, margarina e farinha de trigo), cozido, s/ molho, s/ sal,","184","5.86","35","1.94","1.78","7.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0865B","Vegetais e derivados","Batata, inglesa, s/ casca, assada, alecrim, c/ azeite de oliva, c/ pimenta-do-reino, s/ sal,","132","2.42","17.9","5.21","1.9","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0091E","Pescados e Frutos do mar","Peixe, água doce, Corimba, cozido, s/ óleo, c/ sal, Prochilodus lineatus,","150","22.2","0","6.8","0","45.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0869A","Cereais e derivados","Sequilho, (amido de milho (maisena), gema de ovo, manteiga e açúcar),","465","1.29","62.5","23.2","0.37","7.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0017L","Miscelâneas","Sal, dietético,","0","0","0","0","0","23431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0841A","Cereais e derivados","Sanduíche, hambúrguer bovino grelhado (c/ pão hambúrguer), c/ queijo cheddar, alface e tomate,","217","10.3","21.7","9.62","1.19","543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0721A","Cereais e derivados","Arroz com jambu, c/ arroz integral, s/ sal, (arroz integral, jambu, c/ óleo, cebola e alho, s/ sal),","108","2.62","16.8","2.79","2.56","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0092E","Pescados e Frutos do mar","Peixe, água doce, Dourado, filé, fresco, cozido, s/ óleo, s/ sal, Brachyplatystoma flavicans,","149","22.1","0","6.77","0","224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0432E","Pescados e Frutos do mar","Peixe, água salgada, cação, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Carcharhinus spp.,","269","22.6","17.2","12","0.96","269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0225F","Carnes e derivados","Estrogonofe de frango, s/ sal, (peito de frango, cogumelo paris, creme de leite, catchup e mostarda, cebola, c/ óleo, s/ sal),","152","17.6","2.59","7.96","0","99.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0040E","Pescados e Frutos do mar","Peixe, água salgada, atum, sólido, conserva em óleo (média de diferentes marcas),","157","26.2","1.58","5.05","0","362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1140B","Vegetais e derivados","Cogumelo, assado, c/ azeite de oliva, pimenta do reino, c/ sal (média de diferentes tipos),","64","2.4","3.08","3.9","3.56","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0011J","Ovos e derivados","Ovo, galinha, inteiro, cru (média de várias amostras),","135","11.3","2.13","9.05","0","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0221N","Alimentos para fins especiais","Papa de carne bovina moída (acém), abóbora (jerimum) e chuchu, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal,","112","10.8","2.86","6.22","0.83","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0119N","Alimentos para fins especiais","Papa de peito de frango, batata doce e abobrinha, c/ caldo de frango, c/ cebola, c/ óleo de soja, c/ sal,","91","12.1","7.34","1.23","1.27","951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0453N","Alimentos para fins especiais","Papa de carne bovina moída (acém), abóbora (jerimum) e chuchu, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal,","95","10.8","2.98","4.26","0.87","22.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0340B","Vegetais e derivados","Cenoura, s/ casca, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Daucus carota L.,","21","0.82","2.15","0.31","3.09","101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0916F","Carnes e derivados","Sarapatel (arrasto suíno), c/ sal, (vísceras de porco, coração, fígado, rim, bucho e tripas, sangue de porco, pimentão, tomate, suco de limão, c/ óleo, cebola e alho, c/ sal),","118","18.4","1.09","4.4","0","394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0045H","Bebidas","Bebida, capuccino (leite, café e achocolatado em pó), s/ açúcar,","87","2.6","13","2.57","0.6","51.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0038R","Alimentos industrializados","Maria mole, morango, em pó (média de diferentes marcas),","387","21.7","72.7","0.75","1.16","18.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0774B","Vegetais e derivados","Bobó de frango, s/ sal, (mandioca (aipim, macaxeira), peito de frango refogado, tomate, cheiro verde, pimentão, leite de coco, azeite de dendê, c/ caldo de frango, c/ óleo, cebola e alho, s/ sal),","125","7.1","8.6","5.25","2.21","41.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0304A","Cereais e derivados","Sanduíche, pão forma integral, c/ presunto, c/ maionese,","222","9.92","23.9","9.08","2.64","765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0192F","Carnes e derivados","Lombo, canadense, defumado,","200","35.7","0","6.4","0","1425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0915F","Carnes e derivados","Frango com açafrão (cúrcuma), c/ sal, (carne de frango, coxa, sobrecoxa, peito, asa, cenoura, batata, tomate, cebola, açafrão em pó (cúrcuma), c/ óleo, c/ sal),","140","15.7","2.5","7.36","0.22","208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0253N","Alimentos para fins especiais","Papa de ovo e batata, c/ caldo de frango, c/ cebola, s/ óleo, s/ sal,","72","5","4.81","3.53","0.65","52.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0336B","Vegetais e derivados","Cenoura, s/ casca, sauté (c/ margarina e salsa), s/ sal, Daucus carota L.,","63","1.2","4.89","3.57","3.08","12.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0155A","Cereais e derivados","Pão, trigo, integral, forma (média de diferentes marcas),","249","10.5","43.3","2.54","5.29","495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0392N","Alimentos para fins especiais","Papa de carne bovina moída (acém), fubá e couve, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal,","111","10.9","7.15","4.13","0.94","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0991B","Vegetais e derivados","Salada, rúcula, c/ molho vinagrete (tomate, cebola, salsa, vinagre, azeite de oliva), s/ sal,","25","2.32","0.73","0.96","2.29","6.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0103A","Cereais e derivados","Cereal matinal, milho, c/ açúcar, Sucrilhos,","378","4.2","89","0.38","0.93","408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0237N","Alimentos para fins especiais","Papa de peito de frango e inhame, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal,","114","13.7","6.91","3.35","0.65","114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0027U","Sementes e Oleaginosas","Creme vegetal, à base de castanha de caju,","154","5.18","4.99","12.4","1.02","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0425B","Vegetais e derivados","Salada, vegetais crus,  c/ azeite de oliva, c/ sal, (repolho roxo, cenoura, alface americana, tomate, c/ azeite de oliva, c/ sal),","62","0.94","2.68","4.88","1.87","138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0588F","Carnes e derivados","Carne, cabrito, cozida, c/ batata, cenoura, chuchu, abobrinha, ervilha em vagem, alecrim, c/ óleo, cebola e alho, c/ pimenta do reino, s/ sal,","97","14.3","2.74","2.88","1.35","44.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0921B","Vegetais e derivados","Cebolinha, verde, cozida, s/ óleo, c/ sal,","10","0.89","0.91","0.15","0.68","129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0102H","Bebidas","Bebida, café descafeinado - infusão 8% - médio, c/ leite desnatado (meio a meio), ""média"", c/ açúcar,","45","1.48","3.02","0.29","0.33","24.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0198K","Produtos açucarados","Bala gelatina, goma,","327","4.6","74.9","0.5","2.4","125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1141A","Cereais e derivados","Sanduíche, pão ciabatta, c/ tofu, queijo vegetal de castanha de caju, molho pesto de manjericão, pasta de abacate, cebola caramelizada, tomate seco, molho de pimenta e orégano,","243","7.85","28.3","10.3","2.85","391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0119B","Vegetais e derivados","Cuxá, molho, s/ sal, (quiabo, camarão fresco e seco, tomate, farinha de mandioca, ervas frescas (salsinha, coentro, cebolinha), azedinha/vinagreira, gergelim torrado, cebola, alho, vinagre, suco de limão, pimenta vermelha, c/ azeite de oliva, s/ sal),","72","5.64","2.72","3.59","3.02","1344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0300C","Frutas e derivados","Abacaxi, grelhado, c/ cobertura de chocolate,","148","1.69","20.2","6.43","1.1","15.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0164F","Carnes e derivados","Carne, porco, lombo, crua, Sus ssp.,","180","20","0","11.1","0","53.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
